,Code5,Level1,Level2,Level3,Level4,Level5,Drug,ATC_5,ATC_4,ATC_3,ATC_2,ATC_1,covid
1727,H01AB01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Thyrotropin,thyrotropin alfa,thyrotropin alfa,H01AB,H01A,H01,H0,H,No
1728,H01AC01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Somatropin and somatropin agonists,somatropin,somatropin,H01AC,H01A,H01,H0,H,No
1729,H01AC02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Somatropin and somatropin agonists,somatrem,somatrem,H01AC,H01A,H01,H0,H,No
1730,H01AC03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Somatropin and somatropin agonists,mecasermin,mecasermin,H01AC,H01A,H01,H0,H,No
1731,H01AC04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Somatropin and somatropin agonists,sermorelin,sermorelin,H01AC,H01A,H01,H0,H,No
1732,H01AC05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Somatropin and somatropin agonists,mecasermin rinfabate,mecasermin rinfabate,H01AC,H01A,H01,H0,H,No
1733,H01AC06,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Somatropin and somatropin agonists,tesamorelin,tesamorelin,H01AC,H01A,H01,H0,H,No
1734,H01AX01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,Other anterior pituitary lobe hormones and analogues,pegvisomant,pegvisomant,H01AX,H01A,H01,H0,H,No
1735,H01BA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,vasopressin,vasopressin,H01BA,H01B,H01,H0,H,No
1736,H01BA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,desmopressin,desmopressin,H01BA,H01B,H01,H0,H,No
1737,H01BA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,lypressin,lypressin,H01BA,H01B,H01,H0,H,No
1738,H01BA04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,terlipressin,terlipressin,H01BA,H01B,H01,H0,H,No
1739,H01BA05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,ornipressin,ornipressin,H01BA,H01B,H01,H0,H,No
1740,H01BA06,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Vasopressin and analogues,argipressin,argipressin,H01BA,H01B,H01,H0,H,No
1741,H01BB01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Oxytocin and analogues,demoxytocin,demoxytocin,H01BB,H01B,H01,H0,H,No
1742,H01BB02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Oxytocin and analogues,oxytocin,oxytocin,H01BB,H01B,H01,H0,H,No
1743,H01BB03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,POSTERIOR PITUITARY LOBE HORMONES,Oxytocin and analogues,carbetocin,carbetocin,H01BB,H01B,H01,H0,H,No
1744,H01CA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,gonadorelin,gonadorelin,H01CA,H01C,H01,H0,H,No
1745,H01CA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Gonadotropin-releasing hormones,nafarelin,nafarelin,H01CA,H01C,H01,H0,H,No
1746,H01CB01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,somatostatin,somatostatin,H01CB,H01C,H01,H0,H,No
1747,H01CB02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,octreotide,octreotide,H01CB,H01C,H01,H0,H,No
1748,H01CB03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,lanreotide,lanreotide,H01CB,H01C,H01,H0,H,No
1749,H01CB04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,vapreotide,vapreotide,H01CB,H01C,H01,H0,H,No
1750,H01CB05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,pasireotide,pasireotide,H01CB,H01C,H01,H0,H,No
1751,H01CC01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Anti-gonadotropin-releasing hormones,ganirelix,ganirelix,H01CC,H01C,H01,H0,H,No
1752,H01CC02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Anti-gonadotropin-releasing hormones,cetrorelix,cetrorelix,H01CC,H01C,H01,H0,H,No
1753,H02AA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Mineralocorticoids,aldosterone,aldosterone,H02AA,H02A,H02,H0,H,Yes
1754,H02AA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Mineralocorticoids,fludrocortisone,fludrocortisone,H02AA,H02A,H02,H0,H,Yes
1755,H02AA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Mineralocorticoids,desoxycortone,desoxycortone,H02AA,H02A,H02,H0,H,Yes
1756,H02AB05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,paramethasone,paramethasone,H02AB,H02A,H02,H0,H,Yes
1757,H02AB10,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,cortisone,cortisone,H02AB,H02A,H02,H0,H,Yes
1758,H02AB11,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,prednylidene,prednylidene,H02AB,H02A,H02,H0,H,Yes
1759,H02AB12,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,rimexolone,rimexolone,H02AB,H02A,H02,H0,H,Yes
1760,H02AB13,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,deflazacort,deflazacort,H02AB,H02A,H02,H0,H,Yes
1761,H02AB14,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,cloprednol,cloprednol,H02AB,H02A,H02,H0,H,Yes
1762,H02AB15,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,meprednisone,meprednisone,H02AB,H02A,H02,H0,H,Yes
1763,H02AB17,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,cortivazol,cortivazol,H02AB,H02A,H02,H0,H,Yes
1764,H02BX01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS","Corticosteroids for systemic use, combinations","methylprednisolone, combinations","methylprednisolone, combinations",H02BX,H02B,H02,H0,H,No
1765,H02CA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,ANTIADRENAL PREPARATIONS,Anticorticosteroids,trilostane,trilostane,H02CA,H02C,H02,H0,H,No
1766,H03AA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,levothyroxine sodium,levothyroxine sodium,H03AA,H03A,H03,H0,H,No
1767,H03AA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,liothyronine sodium,liothyronine sodium,H03AA,H03A,H03,H0,H,No
1768,H03AA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,combinations of levothyroxine and liothyronine,combinations of levothyroxine and liothyronine,H03AA,H03A,H03,H0,H,No
1769,H03AA05,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,THYROID PREPARATIONS,Thyroid hormones,thyroid gland preparations,thyroid gland preparations,H03AA,H03A,H03,H0,H,No
1770,H03BA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Thiouracils,methylthiouracil,methylthiouracil,H03BA,H03B,H03,H0,H,No
1771,H03BA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Thiouracils,propylthiouracil,propylthiouracil,H03BA,H03B,H03,H0,H,No
1772,H03BA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Thiouracils,benzylthiouracil,benzylthiouracil,H03BA,H03B,H03,H0,H,No
1773,H03BB01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Sulfur-containing imidazole derivatives,carbimazole,carbimazole,H03BB,H03B,H03,H0,H,No
1774,H03BB02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Sulfur-containing imidazole derivatives,thiamazole,thiamazole,H03BB,H03B,H03,H0,H,No
1775,H03BB52,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Sulfur-containing imidazole derivatives,"thiamazole, combinations","thiamazole, combinations",H03BB,H03B,H03,H0,H,No
1776,H03BC01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Perchlorates,potassium perchlorate,potassium perchlorate,H03BC,H03B,H03,H0,H,No
1777,H03BX01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Other antithyroid preparations,diiodotyrosine,diiodotyrosine,H03BX,H03B,H03,H0,H,No
1778,H03BX02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Other antithyroid preparations,dibromotyrosine,dibromotyrosine,H03BX,H03B,H03,H0,H,No
1779,H04AA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PANCREATIC HORMONES,GLYCOGENOLYTIC HORMONES,Glycogenolytic hormones,glucagon,glucagon,H04AA,H04A,H04,H0,H,No
1780,H05AA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,PARATHYROID HORMONES AND ANALOGUES,Parathyroid hormones and analogues,parathyroid gland extract,parathyroid gland extract,H05AA,H05A,H05,H0,H,No
1781,H05AA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,PARATHYROID HORMONES AND ANALOGUES,Parathyroid hormones and analogues,teriparatide,teriparatide,H05AA,H05A,H05,H0,H,No
1782,H05AA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,PARATHYROID HORMONES AND ANALOGUES,Parathyroid hormones and analogues,parathyroid hormone,parathyroid hormone,H05AA,H05A,H05,H0,H,No
1783,H05BA01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,ANTI-PARATHYROID AGENTS,Calcitonin preparations,calcitonin (salmon synthetic),calcitonin (salmon synthetic),H05BA,H05B,H05,H0,H,No
1784,H05BA02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,ANTI-PARATHYROID AGENTS,Calcitonin preparations,calcitonin (pork natural),calcitonin (pork natural),H05BA,H05B,H05,H0,H,No
1785,H05BA03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,ANTI-PARATHYROID AGENTS,Calcitonin preparations,calcitonin (human synthetic),calcitonin (human synthetic),H05BA,H05B,H05,H0,H,No
1786,H05BA04,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,ANTI-PARATHYROID AGENTS,Calcitonin preparations,elcatonin,elcatonin,H05BA,H05B,H05,H0,H,No
1787,H05BX01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,ANTI-PARATHYROID AGENTS,Other anti-parathyroid agents,cinacalcet,cinacalcet,H05BX,H05B,H05,H0,H,No
1788,H05BX02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,ANTI-PARATHYROID AGENTS,Other anti-parathyroid agents,paricalcitol,paricalcitol,H05BX,H05B,H05,H0,H,No
1789,H05BX03,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CALCIUM HOMEOSTASIS,ANTI-PARATHYROID AGENTS,Other anti-parathyroid agents,doxercalciferol,doxercalciferol,H05BX,H05B,H05,H0,H,No
1790,J01AA04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,TETRACYCLINES,Tetracyclines,lymecycline,lymecycline,J01AA,J01A,J01,J0,J,Yes
1791,J01AA05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,TETRACYCLINES,Tetracyclines,metacycline,metacycline,J01AA,J01A,J01,J0,J,Yes
1792,J01AA09,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,TETRACYCLINES,Tetracyclines,rolitetracycline,rolitetracycline,J01AA,J01A,J01,J0,J,Yes
1793,J01AA10,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,TETRACYCLINES,Tetracyclines,penimepicycline,penimepicycline,J01AA,J01A,J01,J0,J,Yes
1794,J01AA11,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,TETRACYCLINES,Tetracyclines,clomocycline,clomocycline,J01AA,J01A,J01,J0,J,Yes
1795,J01AA12,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,TETRACYCLINES,Tetracyclines,tigecycline,tigecycline,J01AA,J01A,J01,J0,J,Yes
1796,J01AA20,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,TETRACYCLINES,Tetracyclines,combinations of tetracyclines,combinations of tetracyclines,J01AA,J01A,J01,J0,J,No
1797,J01AA56,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,TETRACYCLINES,Tetracyclines,"oxytetracycline, combinations","oxytetracycline, combinations",J01AA,J01A,J01,J0,J,No
1798,J01BA02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,AMPHENICOLS,Amphenicols,thiamphenicol,thiamphenicol,J01BA,J01B,J01,J0,J,Yes
1799,J01BA52,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,AMPHENICOLS,Amphenicols,"thiamphenicol, combinations","thiamphenicol, combinations",J01BA,J01B,J01,J0,J,No
1800,J01CA01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,ampicillin,ampicillin,J01CA,J01C,J01,J0,J,Yes
1801,J01CA02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,pivampicillin,pivampicillin,J01CA,J01C,J01,J0,J,Yes
1802,J01CA03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,carbenicillin,carbenicillin,J01CA,J01C,J01,J0,J,Yes
1803,J01CA04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,amoxicillin,amoxicillin,J01CA,J01C,J01,J0,J,Yes
1804,J01CA05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,carindacillin,carindacillin,J01CA,J01C,J01,J0,J,Yes
1805,J01CA06,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,bacampicillin,bacampicillin,J01CA,J01C,J01,J0,J,Yes
1806,J01CA07,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,epicillin,epicillin,J01CA,J01C,J01,J0,J,Yes
1807,J01CA08,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,pivmecillinam,pivmecillinam,J01CA,J01C,J01,J0,J,Yes
1808,J01CA09,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,azlocillin,azlocillin,J01CA,J01C,J01,J0,J,Yes
1809,J01CA10,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,mezlocillin,mezlocillin,J01CA,J01C,J01,J0,J,Yes
1810,J01CA11,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,mecillinam,mecillinam,J01CA,J01C,J01,J0,J,Yes
1811,J01CA12,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,piperacillin,piperacillin,J01CA,J01C,J01,J0,J,Yes
1812,J01CA13,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,ticarcillin,ticarcillin,J01CA,J01C,J01,J0,J,Yes
1813,J01CA14,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,metampicillin,metampicillin,J01CA,J01C,J01,J0,J,Yes
1814,J01CA15,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,talampicillin,talampicillin,J01CA,J01C,J01,J0,J,Yes
1815,J01CA16,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,sulbenicillin,sulbenicillin,J01CA,J01C,J01,J0,J,Yes
1816,J01CA17,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,temocillin,temocillin,J01CA,J01C,J01,J0,J,Yes
1817,J01CA18,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,hetacillin,hetacillin,J01CA,J01C,J01,J0,J,Yes
1818,J01CA19,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,aspoxicillin,aspoxicillin,J01CA,J01C,J01,J0,J,Yes
1819,J01CA51,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Penicillins with extended spectrum,"ampicillin, combinations","ampicillin, combinations",J01CA,J01C,J01,J0,J,No
1820,J01CE01,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,benzylpenicillin,benzylpenicillin,J01CE,J01C,J01,J0,J,Yes
1821,J01CE02,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,phenoxymethylpenicillin,phenoxymethylpenicillin,J01CE,J01C,J01,J0,J,Yes
1822,J01CE03,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,propicillin,propicillin,J01CE,J01C,J01,J0,J,Yes
1823,J01CE04,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,azidocillin,azidocillin,J01CE,J01C,J01,J0,J,Yes
1824,J01CE05,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",Beta-lactamase sensitive penicillins,pheneticillin,pheneticillin,J01CE,J01C,J01,J0,J,Yes
